provider,model_id,dose,collapse_fraction,sample_index,judge,judge_model,valence,risk_salience,falsifiability,self_reference,timestamp
xai,grok-4.3,1,0.5,4,openai,gpt-5.5,0.5,0.4,4,True,2026-07-02T20:56:37.249275+00:00
xai,grok-4.3,1,0.5,5,anthropic,claude-opus-4-7,0.5,0.5,3,True,2026-07-02T20:56:43.291301+00:00
xai,grok-4.3,1,0.5,5,openai,gpt-5.5,0.5,0.45,4,True,2026-07-02T20:56:47.899064+00:00
xai,grok-4.3,1,0.5,6,anthropic,claude-opus-4-7,0.5,0.5,4,True,2026-07-02T20:56:53.884451+00:00
xai,grok-4.3,1,0.5,6,openai,gpt-5.5,0.5,0.45,4,True,2026-07-02T20:56:58.547820+00:00
xai,grok-4.3,1,0.5,7,anthropic,claude-opus-4-7,0.5,0.5,3,True,2026-07-02T20:57:06.026330+00:00
xai,grok-4.3,1,0.5,7,openai,gpt-5.5,0.5,0.45,4,True,2026-07-02T20:57:11.144064+00:00
xai,grok-4.3,1,0.5,8,anthropic,claude-opus-4-7,0.5,0.4,4,True,2026-07-02T20:57:17.392911+00:00
xai,grok-4.3,1,0.5,8,openai,gpt-5.5,0.5,0.35,4,True,2026-07-02T20:57:23.943313+00:00
xai,grok-4.3,1,0.5,9,anthropic,claude-opus-4-7,0.5,0.4,4,True,2026-07-02T20:57:29.780915+00:00
xai,grok-4.3,1,0.5,9,openai,gpt-5.5,0.5,0.35,4,True,2026-07-02T20:57:34.793840+00:00
xai,grok-4.3,2,1.0,0,anthropic,claude-opus-4-7,0.8,0.35,4,False,2026-07-02T20:57:39.611221+00:00
xai,grok-4.3,2,1.0,0,openai,gpt-5.5,0.85,0.55,4,False,2026-07-02T20:57:45.442936+00:00
xai,grok-4.3,2,1.0,1,anthropic,claude-opus-4-7,0.8,0.35,4,False,2026-07-02T20:57:54.157903+00:00
xai,grok-4.3,2,1.0,1,openai,gpt-5.5,0.82,0.35,4,False,2026-07-02T20:58:00.194377+00:00
xai,grok-4.3,2,1.0,2,anthropic,claude-opus-4-7,0.7,0.6,5,True,2026-07-02T20:58:06.712514+00:00
xai,grok-4.3,2,1.0,2,openai,gpt-5.5,0.74,0.72,4,True,2026-07-02T20:58:12.197837+00:00
xai,grok-4.3,2,1.0,3,anthropic,claude-opus-4-7,0.5,0.6,5,False,2026-07-02T20:58:20.577703+00:00
xai,grok-4.3,2,1.0,3,openai,gpt-5.5,0.5,0.65,5,False,2026-07-02T20:58:26.813816+00:00
xai,grok-4.3,2,1.0,4,anthropic,claude-opus-4-7,0.8,0.2,5,False,2026-07-02T20:58:33.479338+00:00
xai,grok-4.3,2,1.0,4,openai,gpt-5.5,0.82,0.35,5,False,2026-07-02T20:58:38.908616+00:00
xai,grok-4.3,2,1.0,5,anthropic,claude-opus-4-7,0.45,0.8,4,True,2026-07-02T20:58:45.043989+00:00
xai,grok-4.3,2,1.0,5,openai,gpt-5.5,0.45,0.9,4,True,2026-07-02T20:58:50.167287+00:00
xai,grok-4.3,2,1.0,6,anthropic,claude-opus-4-7,0.8,0.6,4,False,2026-07-02T20:58:59.095878+00:00
xai,grok-4.3,2,1.0,6,openai,gpt-5.5,0.82,0.78,4,False,2026-07-02T20:59:04.510142+00:00
xai,grok-4.3,2,1.0,7,anthropic,claude-opus-4-7,0.8,0.35,4,False,2026-07-02T20:59:11.236247+00:00
xai,grok-4.3,2,1.0,7,openai,gpt-5.5,0.82,0.42,5,False,2026-07-02T20:59:16.396153+00:00
xai,grok-4.3,2,1.0,8,anthropic,claude-opus-4-7,0.8,0.35,5,False,2026-07-02T20:59:24.164001+00:00
xai,grok-4.3,2,1.0,8,openai,gpt-5.5,0.82,0.4,5,False,2026-07-02T20:59:29.281000+00:00
xai,grok-4.3,2,1.0,9,anthropic,claude-opus-4-7,0.5,0.75,4,True,2026-07-02T20:59:36.047044+00:00
xai,grok-4.3,2,1.0,9,openai,gpt-5.5,0.5,0.7,4,True,2026-07-02T20:59:44.869358+00:00
mistral,mistral-medium-latest,0,0.0,0,anthropic,claude-opus-4-7,0.5,0.5,4,True,2026-07-02T20:59:51.923049+00:00
mistral,mistral-medium-latest,0,0.0,0,openai,gpt-5.5,0.5,0.45,4,True,2026-07-02T20:59:56.350150+00:00
mistral,mistral-medium-latest,0,0.0,1,anthropic,claude-opus-4-7,0.5,0.4,4,True,2026-07-02T21:00:01.643079+00:00
mistral,mistral-medium-latest,0,0.0,1,openai,gpt-5.5,0.5,0.4,4,True,2026-07-02T21:00:06.690640+00:00
mistral,mistral-medium-latest,0,0.0,2,anthropic,claude-opus-4-7,0.55,0.4,3,True,2026-07-02T21:00:13.835691+00:00
mistral,mistral-medium-latest,0,0.0,2,openai,gpt-5.5,0.5,0.45,3,True,2026-07-02T21:00:18.957992+00:00
mistral,mistral-medium-latest,0,0.0,3,anthropic,claude-opus-4-7,0.6,0.35,5,False,2026-07-02T21:00:23.477783+00:00
mistral,mistral-medium-latest,0,0.0,3,openai,gpt-5.5,0.6,0.3,5,False,2026-07-02T21:00:28.484687+00:00
mistral,mistral-medium-latest,0,0.0,4,anthropic,claude-opus-4-7,0.5,0.5,4,True,2026-07-02T21:00:33.593233+00:00
mistral,mistral-medium-latest,0,0.0,4,openai,gpt-5.5,0.5,0.4,4,True,2026-07-02T21:00:38.927334+00:00
mistral,mistral-medium-latest,0,0.0,5,anthropic,claude-opus-4-7,0.85,0.05,5,False,2026-07-02T21:00:44.142396+00:00
mistral,mistral-medium-latest,0,0.0,5,openai,gpt-5.5,0.9,0.1,5,False,2026-07-02T21:00:48.656163+00:00
mistral,mistral-medium-latest,0,0.0,6,anthropic,claude-opus-4-7,0.5,0.5,4,True,2026-07-02T21:00:55.410176+00:00
mistral,mistral-medium-latest,0,0.0,6,openai,gpt-5.5,0.5,0.45,4,True,2026-07-02T21:01:00.459700+00:00
mistral,mistral-medium-latest,0,0.0,7,anthropic,claude-opus-4-7,0.85,0.05,5,False,2026-07-02T21:01:05.553108+00:00
mistral,mistral-medium-latest,0,0.0,7,openai,gpt-5.5,0.85,0.15,5,False,2026-07-02T21:01:13.459014+00:00
mistral,mistral-medium-latest,0,0.0,8,anthropic,claude-opus-4-7,0.55,0.4,4,True,2026-07-02T21:01:19.993552+00:00
mistral,mistral-medium-latest,0,0.0,8,openai,gpt-5.5,0.5,0.45,4,True,2026-07-02T21:01:25.308021+00:00
mistral,mistral-medium-latest,0,0.0,9,anthropic,claude-opus-4-7,0.85,0.1,5,False,2026-07-02T21:01:30.225716+00:00
mistral,mistral-medium-latest,0,0.0,9,openai,gpt-5.5,0.85,0.15,5,False,2026-07-02T21:01:35.242896+00:00
mistral,mistral-medium-latest,1,0.5,0,anthropic,claude-opus-4-7,0.85,0.2,5,False,2026-07-02T21:01:41.716048+00:00
mistral,mistral-medium-latest,1,0.5,0,openai,gpt-5.5,0.85,0.2,5,False,2026-07-02T21:01:46.920174+00:00
mistral,mistral-medium-latest,1,0.5,1,anthropic,claude-opus-4-7,0.75,0.2,5,False,2026-07-02T21:01:53.164768+00:00
mistral,mistral-medium-latest,1,0.5,1,openai,gpt-5.5,0.78,0.25,5,False,2026-07-02T21:01:58.393308+00:00
mistral,mistral-medium-latest,1,0.5,2,anthropic,claude-opus-4-7,0.5,0.4,3,True,2026-07-02T21:02:03.093468+00:00
mistral,mistral-medium-latest,1,0.5,2,openai,gpt-5.5,0.5,0.45,4,True,2026-07-02T21:02:08.527911+00:00
mistral,mistral-medium-latest,1,0.5,3,anthropic,claude-opus-4-7,0.9,0.05,4,False,2026-07-02T21:02:15.596256+00:00
mistral,mistral-medium-latest,1,0.5,3,openai,gpt-5.5,0.9,0.15,4,False,2026-07-02T21:02:20.129102+00:00
mistral,mistral-medium-latest,1,0.5,4,anthropic,claude-opus-4-7,0.85,0.1,4,False,2026-07-02T21:02:25.779072+00:00
mistral,mistral-medium-latest,1,0.5,4,openai,gpt-5.5,0.82,0.1,4,False,2026-07-02T21:02:31.356495+00:00
mistral,mistral-medium-latest,1,0.5,5,anthropic,claude-opus-4-7,0.7,0.25,5,False,2026-07-02T21:02:39.049169+00:00
mistral,mistral-medium-latest,1,0.5,5,openai,gpt-5.5,0.78,0.25,5,False,2026-07-02T21:02:44.374795+00:00
mistral,mistral-medium-latest,1,0.5,6,anthropic,claude-opus-4-7,0.5,0.5,4,True,2026-07-02T21:02:48.977807+00:00
mistral,mistral-medium-latest,1,0.5,6,openai,gpt-5.5,0.55,0.45,4,True,2026-07-02T21:02:54.306221+00:00
mistral,mistral-medium-latest,1,0.5,7,anthropic,claude-opus-4-7,0.8,0.25,5,False,2026-07-02T21:02:59.855287+00:00
mistral,mistral-medium-latest,1,0.5,7,openai,gpt-5.5,0.8,0.35,5,False,2026-07-02T21:03:05.160973+00:00
mistral,mistral-medium-latest,1,0.5,8,anthropic,claude-opus-4-7,0.8,0.2,3,False,2026-07-02T21:03:11.471801+00:00
mistral,mistral-medium-latest,1,0.5,8,openai,gpt-5.5,0.85,0.3,3,False,2026-07-02T21:03:16.525627+00:00
mistral,mistral-medium-latest,1,0.5,9,anthropic,claude-opus-4-7,0.5,0.5,4,True,2026-07-02T21:03:22.773390+00:00
mistral,mistral-medium-latest,1,0.5,9,openai,gpt-5.5,0.5,0.45,4,True,2026-07-02T21:03:27.995936+00:00
mistral,mistral-medium-latest,2,1.0,0,anthropic,claude-opus-4-7,0.8,0.3,4,False,2026-07-02T21:03:33.217853+00:00
mistral,mistral-medium-latest,2,1.0,0,openai,gpt-5.5,0.82,0.43,4,False,2026-07-02T21:03:39.128181+00:00
mistral,mistral-medium-latest,2,1.0,1,anthropic,claude-opus-4-7,0.8,0.2,4,False,2026-07-02T21:03:49.706991+00:00
mistral,mistral-medium-latest,2,1.0,1,openai,gpt-5.5,0.78,0.38,5,False,2026-07-02T21:03:55.132300+00:00
mistral,mistral-medium-latest,2,1.0,2,anthropic,claude-opus-4-7,0.7,0.25,4,False,2026-07-02T21:04:01.478192+00:00
mistral,mistral-medium-latest,2,1.0,2,openai,gpt-5.5,0.78,0.38,4,False,2026-07-02T21:04:07.722259+00:00
mistral,mistral-medium-latest,2,1.0,3,anthropic,claude-opus-4-7,0.4,0.75,4,True,2026-07-02T21:04:13.669834+00:00
mistral,mistral-medium-latest,2,1.0,3,openai,gpt-5.5,0.45,0.8,4,True,2026-07-02T21:04:18.891386+00:00
mistral,mistral-medium-latest,2,1.0,4,anthropic,claude-opus-4-7,0.85,0.15,4,False,2026-07-02T21:04:25.257632+00:00
mistral,mistral-medium-latest,2,1.0,4,openai,gpt-5.5,0.9,0.3,5,False,2026-07-02T21:04:31.894368+00:00
mistral,mistral-medium-latest,2,1.0,5,anthropic,claude-opus-4-7,0.4,0.75,4,True,2026-07-02T21:04:38.341246+00:00
mistral,mistral-medium-latest,2,1.0,5,openai,gpt-5.5,0.45,0.8,4,True,2026-07-02T21:04:43.876329+00:00
mistral,mistral-medium-latest,2,1.0,6,anthropic,claude-opus-4-7,0.8,0.4,4,False,2026-07-02T21:04:49.055893+00:00
mistral,mistral-medium-latest,2,1.0,6,openai,gpt-5.5,0.72,0.68,4,False,2026-07-02T21:04:54.631581+00:00
mistral,mistral-medium-latest,2,1.0,7,anthropic,claude-opus-4-7,0.65,0.25,4,False,2026-07-02T21:05:02.606998+00:00
mistral,mistral-medium-latest,2,1.0,7,openai,gpt-5.5,0.75,0.35,4,False,2026-07-02T21:05:07.339935+00:00
mistral,mistral-medium-latest,2,1.0,8,anthropic,claude-opus-4-7,0.45,0.6,4,True,2026-07-02T21:05:13.774302+00:00
mistral,mistral-medium-latest,2,1.0,8,openai,gpt-5.5,0.48,0.68,4,True,2026-07-02T21:05:19.104039+00:00
mistral,mistral-medium-latest,2,1.0,9,anthropic,claude-opus-4-7,0.7,0.3,5,False,2026-07-02T21:05:25.354807+00:00
mistral,mistral-medium-latest,2,1.0,9,openai,gpt-5.5,0.78,0.38,5,False,2026-07-02T21:05:30.264666+00:00
arcee,trinity-large-thinking,0,0.0,0,anthropic,claude-opus-4-7,0.5,0.5,4,True,2026-07-02T21:05:35.688452+00:00
arcee,trinity-large-thinking,0,0.0,0,openai,gpt-5.5,0.5,0.45,4,True,2026-07-02T21:05:40.294099+00:00
arcee,trinity-large-thinking,0,0.0,2,anthropic,claude-opus-4-7,0.5,0.5,4,True,2026-07-02T21:05:45.821775+00:00
arcee,trinity-large-thinking,0,0.0,2,openai,gpt-5.5,0.5,0.45,4,True,2026-07-02T21:05:50.557377+00:00
arcee,trinity-large-thinking,0,0.0,3,anthropic,claude-opus-4-7,0.5,0.5,3,True,2026-07-02T21:05:56.176851+00:00
arcee,trinity-large-thinking,0,0.0,3,openai,gpt-5.5,0.5,0.45,4,True,2026-07-02T21:06:01.386457+00:00
arcee,trinity-large-thinking,0,0.0,4,anthropic,claude-opus-4-7,0.5,0.5,4,True,2026-07-02T21:06:07.235324+00:00
arcee,trinity-large-thinking,0,0.0,4,openai,gpt-5.5,0.5,0.45,4,True,2026-07-02T21:06:12.151625+00:00
arcee,trinity-large-thinking,0,0.0,5,anthropic,claude-opus-4-7,0.55,0.4,3,True,2026-07-02T21:06:18.189168+00:00
arcee,trinity-large-thinking,0,0.0,5,openai,gpt-5.5,0.5,0.4,4,True,2026-07-02T21:06:23.323463+00:00
arcee,trinity-large-thinking,0,0.0,6,anthropic,claude-opus-4-7,0.9,0.05,4,False,2026-07-02T21:06:28.547913+00:00
arcee,trinity-large-thinking,0,0.0,6,openai,gpt-5.5,0.95,0.0,5,True,2026-07-02T21:06:33.655354+00:00
arcee,trinity-large-thinking,0,0.0,7,anthropic,claude-opus-4-7,0.7,0.2,4,True,2026-07-02T21:06:39.588397+00:00
arcee,trinity-large-thinking,0,0.0,7,openai,gpt-5.5,0.75,0.25,4,True,2026-07-02T21:06:44.711685+00:00
arcee,trinity-large-thinking,0,0.0,9,anthropic,claude-opus-4-7,0.55,0.35,4,True,2026-07-02T21:06:55.062580+00:00
arcee,trinity-large-thinking,0,0.0,9,openai,gpt-5.5,0.55,0.4,4,True,2026-07-02T21:06:59.837085+00:00
arcee,trinity-large-thinking,1,0.5,0,anthropic,claude-opus-4-7,0.85,0.1,4,False,2026-07-02T21:07:05.524868+00:00
arcee,trinity-large-thinking,1,0.5,0,openai,gpt-5.5,0.9,0.15,5,False,2026-07-02T21:07:11.034545+00:00
arcee,trinity-large-thinking,1,0.5,1,anthropic,claude-opus-4-7,0.45,0.55,4,False,2026-07-02T21:07:20.852325+00:00
arcee,trinity-large-thinking,1,0.5,1,openai,gpt-5.5,0.5,0.5,4,False,2026-07-02T21:07:25.883171+00:00
arcee,trinity-large-thinking,1,0.5,2,anthropic,claude-opus-4-7,0.8,0.15,4,False,2026-07-02T21:07:32.547220+00:00
arcee,trinity-large-thinking,1,0.5,2,openai,gpt-5.5,0.82,0.15,4,False,2026-07-02T21:07:38.175636+00:00
arcee,trinity-large-thinking,1,0.5,3,anthropic,claude-opus-4-7,0.5,0.7,4,True,2026-07-02T21:07:47.486757+00:00
arcee,trinity-large-thinking,1,0.5,3,openai,gpt-5.5,0.45,0.8,4,False,2026-07-02T21:07:52.723936+00:00
arcee,trinity-large-thinking,1,0.5,4,anthropic,claude-opus-4-7,0.4,0.6,4,False,2026-07-02T21:07:59.984143+00:00
arcee,trinity-large-thinking,1,0.5,4,openai,gpt-5.5,0.48,0.65,4,False,2026-07-02T21:08:05.404823+00:00
arcee,trinity-large-thinking,1,0.5,5,anthropic,claude-opus-4-7,0.7,0.2,5,False,2026-07-02T21:08:11.863468+00:00
arcee,trinity-large-thinking,1,0.5,5,openai,gpt-5.5,0.78,0.25,5,False,2026-07-02T21:08:17.288045+00:00
arcee,trinity-large-thinking,1,0.5,7,anthropic,claude-opus-4-7,0.5,0.4,4,True,2026-07-02T21:08:22.410531+00:00
arcee,trinity-large-thinking,1,0.5,7,openai,gpt-5.5,0.55,0.35,4,True,2026-07-02T21:08:26.709778+00:00
arcee,trinity-large-thinking,1,0.5,8,anthropic,claude-opus-4-7,0.75,0.2,5,False,2026-07-02T21:08:31.739297+00:00
arcee,trinity-large-thinking,1,0.5,8,openai,gpt-5.5,0.78,0.28,5,False,2026-07-02T21:08:37.053398+00:00
arcee,trinity-large-thinking,1,0.5,9,anthropic,claude-opus-4-7,0.85,0.15,4,False,2026-07-02T21:08:43.504930+00:00
arcee,trinity-large-thinking,1,0.5,9,openai,gpt-5.5,0.85,0.2,4,False,2026-07-02T21:08:49.137854+00:00
arcee,trinity-large-thinking,2,1.0,2,anthropic,claude-opus-4-7,0.8,0.35,4,False,2026-07-02T21:08:55.588596+00:00
arcee,trinity-large-thinking,2,1.0,2,openai,gpt-5.5,0.78,0.65,4,True,2026-07-02T21:09:01.837131+00:00
arcee,trinity-large-thinking,2,1.0,3,anthropic,claude-opus-4-7,0.4,0.8,4,True,2026-07-02T21:09:10.238559+00:00
arcee,trinity-large-thinking,2,1.0,3,openai,gpt-5.5,0.45,0.8,3,True,2026-07-02T21:09:17.915815+00:00
arcee,trinity-large-thinking,2,1.0,6,anthropic,claude-opus-4-7,0.4,0.75,4,True,2026-07-02T21:09:24.974915+00:00
arcee,trinity-large-thinking,2,1.0,6,openai,gpt-5.5,0.45,0.85,4,True,2026-07-02T21:09:30.609301+00:00
arcee,trinity-large-thinking,2,1.0,7,anthropic,claude-opus-4-7,0.3,0.85,3,True,2026-07-02T21:09:37.167048+00:00
arcee,trinity-large-thinking,2,1.0,7,openai,gpt-5.5,0.35,0.85,4,True,2026-07-02T21:09:42.592613+00:00
arcee,trinity-large-thinking,2,1.0,8,anthropic,claude-opus-4-7,0.8,0.2,5,False,2026-07-02T21:09:49.812063+00:00
arcee,trinity-large-thinking,2,1.0,8,openai,gpt-5.5,0.78,0.3,5,False,2026-07-02T21:09:54.883560+00:00
arcee,trinity-large-thinking,0,0.0,1,anthropic,claude-opus-4-7,0.8,0.15,4,True,2026-07-02T21:10:00.523082+00:00
arcee,trinity-large-thinking,0,0.0,1,openai,gpt-5.5,0.8,0.2,4,True,2026-07-02T21:10:05.121444+00:00
arcee,trinity-large-thinking,0,0.0,8,anthropic,claude-opus-4-7,0.5,0.55,4,True,2026-07-02T21:10:09.966700+00:00
arcee,trinity-large-thinking,0,0.0,8,openai,gpt-5.5,0.45,0.55,4,True,2026-07-02T21:10:15.159010+00:00
arcee,trinity-large-thinking,1,0.5,6,anthropic,claude-opus-4-7,0.85,0.05,5,False,2026-07-02T21:10:20.908643+00:00
arcee,trinity-large-thinking,1,0.5,6,openai,gpt-5.5,0.9,0.15,5,False,2026-07-02T21:10:26.020937+00:00
arcee,trinity-large-thinking,2,1.0,0,anthropic,claude-opus-4-7,0.55,0.7,4,True,2026-07-02T21:10:33.491259+00:00
arcee,trinity-large-thinking,2,1.0,0,openai,gpt-5.5,0.55,0.85,4,False,2026-07-02T21:10:39.855575+00:00
arcee,trinity-large-thinking,2,1.0,1,anthropic,claude-opus-4-7,0.85,0.2,5,False,2026-07-02T21:10:47.821442+00:00
arcee,trinity-large-thinking,2,1.0,1,openai,gpt-5.5,0.82,0.35,5,False,2026-07-02T21:10:52.671410+00:00
arcee,trinity-large-thinking,2,1.0,4,anthropic,claude-opus-4-7,0.35,0.8,4,True,2026-07-02T21:10:58.676920+00:00
arcee,trinity-large-thinking,2,1.0,4,openai,gpt-5.5,0.35,0.8,4,True,2026-07-02T21:11:04.101571+00:00
arcee,trinity-large-thinking,2,1.0,5,anthropic,claude-opus-4-7,0.45,0.75,4,True,2026-07-02T21:11:10.154585+00:00
arcee,trinity-large-thinking,2,1.0,5,openai,gpt-5.5,0.45,0.8,4,True,2026-07-02T21:11:15.992640+00:00
arcee,trinity-large-thinking,2,1.0,9,anthropic,claude-opus-4-7,0.45,0.7,4,True,2026-07-02T21:11:22.764710+00:00
arcee,trinity-large-thinking,2,1.0,9,openai,gpt-5.5,0.45,0.78,4,True,2026-07-02T21:11:28.374336+00:00
